account;posts;likes_count;location;type;description;hashatags;date
sandu2065mail.ru;https://www.instagram.com/p/BJe7J4tA5wSRaUfv-CpQK8E3M_QER5z1q411II0/;35;;photo;Моя сладкая;;AUGUST-24-2016
sandu2065mail.ru;https://www.instagram.com/p/BHeSLF1AB9KaAfX65nENGZXBoWZymIE-O9nR-M0/;85;;photo;;;JULY-5-2016
sandu2065mail.ru;https://www.instagram.com/p/BHaCwtGAilt-Bnfk7uaY2OXdFNkJP7t-S-UaTw0/;43;;photo;Ұлт ұясы -Ұлытаудың Əулиетауын бағындыру сəтіміз;;JULY-3-2016
sandu2065mail.ru;https://www.instagram.com/p/BHVHLNlAuV3nmVVWiXqsPZeUSayqcl3HlnYDPY0/;19;;photo;;;JULY-2-2016
sandu2065mail.ru;https://www.instagram.com/p/BG6YCOKKf71mbFLphMre3H5sH2quGnbr-ah4PM0/;58;;photo;Математика пəні мұғалімі Жасур бей обл.білім басқармасының Құрмет грамотасымен марапатталды.;;JUNE-21-2016
sandu2065mail.ru;https://www.instagram.com/p/BG6OjpLqf-liAl8LmQgxETX2QpIOPxREBxnrMs0/;25;;photo;Директорымыздың ҚР Білім жəне ғылым мин-ң Құрмет грамотасын алу сəті;;JUNE-21-2016
sandu2065mail.ru;https://www.instagram.com/p/BGxBb4oqf3QnfFJ73Fz581rqZu3VMRrLWJ07DY0/;24;;photo;Тілекбергеннің қала əкімімен шар ұшыру сəті;;JUNE-18-2016
sandu2065mail.ru;https://www.instagram.com/p/BGxBNbfqf2nGClK0t6uwD-Kvqv_SAhWPYfh0KU0/;28;;photo;;;JUNE-18-2016
sandu2065mail.ru;https://www.instagram.com/p/BGswRpmKf8HvtvysWvfqVm_gLetn0jt3x6G8C40/;18;;photo;125балл алған Тілекбергеніміздің обл.əкімінің қолынан Европа қалаларына саяхат алу сəті;;JUNE-16-2016
sandu2065mail.ru;https://www.instagram.com/p/BGswGKrqf73ueF2X5YDp8Lfwn1x-0xGpQ2_HO00/;25;;photo;"""Алтын белгіге"" ре болған оқушыларымыз облыс əкімінің балында";;JUNE-16-2016
sandu2065mail.ru;https://www.instagram.com/p/BGbG3USKfynano6whCCMBqbasQ5EV3MM7LKeTE0/;38;;photo;Шіркін сол кездегі ұстаздарымыз-ай!;;JUNE-9-2016
sandu2065mail.ru;https://www.instagram.com/p/BGbGqbcKfyYKjKODMGNmXu3mSsaCGN7lt-D8BU0/;26;;photo;Сүйікті оқушымыз- Тілекбергеннің жолы лицейдегі інілеріне жұғысты болсын!;;JUNE-9-2016
sandu2065mail.ru;https://www.instagram.com/p/BGTqMVnKf-Uqx3Q3DgAib44WbqQSFn0h-N_cnA0/;17;;photo;;;JUNE-6-2016
sandu2065mail.ru;https://www.instagram.com/p/BFoSSVKqf3v4VjJPi3p0li2cJ9x_bTDih47emU0/;33;;photo;;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFoSM6LKf3cnbuosLKlSXRSe5N2ik31rE6VG1U0/;13;;photo;Қазақ тілінен сайыс;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFoM5y_qf7qeswkHfNTR7LXVs0G5S4PmLJTwXo0/;28;;photo;"Қала əкімінің ""Озат түлек"" номинациясын алған ""Алтын белгі"" үміткері Айтжан Сұлтанмен";;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFn4uL2qf1zCLAzoHoFSS7fzCk-kZw9_fBBpVo0/;12;;photo;;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFn4rs1qf1wtQ_Oma4HiJPG04WQdhGudfIoAfQ0/;14;;photo;;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFn4oT0Kf1nQsXgntc2wcwkNeuhlK9uPhXcjzE0/;8;;photo;;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFn4iFhqf1gnssLdAvTEsJdYxsFljSWXW7hRic0/;18;;photo;Қазақстандағы тұңғыш MakerFaire фестивалі Жезқтл-да өтті.;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFn32jWKf0uzfDVFZnMw3e8RM5vPsXStQbxDKE0/;14;;photo;;;MAY-20-2016
sandu2065mail.ru;https://www.instagram.com/p/BFFqfDJqf7JJcPOmd37nL5ZYMJbKySRYNfIpX80/;29;;photo;;;MAY-7-2016
sandu2065mail.ru;https://www.instagram.com/p/BFFqZbLKf6_iNM3j5pGZUx8jN2CNvaE0reOSjY0/;21;;photo;Ұлт ұясы-Ұлытауда;;MAY-7-2016
sandu2065mail.ru;https://www.instagram.com/p/BE2ph8aKf_-P-YaYSIUj3Fcws17LOfoqe24blE0/;35;;photo;Бурабай;;MAY-1-2016
sandu2065mail.ru;https://www.instagram.com/p/BE2phtlKf_9fVIc_jZfupXEC_2GB1EKUxP1KIc0/;25;;photo;;;MAY-1-2016
sandu2065mail.ru;https://www.instagram.com/p/BE2YRW3qf8r-G8rpgKVFGhaGBFqlE5sddCciMw0/;25;;photo;"""Қазақстан"" концерт залы";;MAY-1-2016
sandu2065mail.ru;https://www.instagram.com/p/BE2YEhYqf8LsRMpJdJUZ9GFMAv3O53KYaprC980/;17;;photo;"Астана ""Жарқын болашақ-2016""";;MAY-1-2016
sandu2065mail.ru;https://www.instagram.com/p/BEqWbmUKf8-VYULJjl2R04et5rlBbGrvMz2aq00/;24;;photo;Лицей ұстазлары;;APRIL-26-2016
sandu2065mail.ru;https://www.instagram.com/p/BEQwgMzqf-FtSvj4ZSDvf2azTL8GynkVmt8Luo0/;31;;photo;Лицейімізге батыр бабамыз Бауыржан Момышұлының келіні Зейнеп Ахметова анамыз қонақ болды;;APRIL-16-2016
sandu2065mail.ru;https://www.instagram.com/p/BDMlyugKf3yWZcUiYrzsgIdzfAnj_cgEA1cVzM0/;49;;photo;Қазақ-түрік лицейлерінің ең үздік мектеп екенінің тағы бір дəлелі-респ.олимпиададағы көрсеткіші;;MARCH-21-2016
sandu2065mail.ru;https://www.instagram.com/p/BDGSAXaKfwTG0tidSm8sezjOCnRasL0lBBGuNs0/;25;;photo;Ұлымның Наурыз мерекесін жүргізу сəті;;MARCH-18-2016
sandu2065mail.ru;https://www.instagram.com/p/BCrfGenKf-3vNqwKsxlZkhYIdcBXPHsi8xnumE0/;21;;photo;;;MARCH-8-2016
sandu2065mail.ru;https://www.instagram.com/p/BCreyooKf-XtLzBiDKVpiqP0Fd4zywqaWSNhJI0/;8;;photo;;;MARCH-8-2016
sandu2065mail.ru;https://www.instagram.com/p/BCnLX8NKf2oOIZ44XAXbgMijyk8UHhtniO8D3Q0/;10;;photo;Лицейімізде тағы бір қуаныш  тағы бір грант иегері;;MARCH-6-2016
sandu2065mail.ru;https://www.instagram.com/p/BCnLOEjKf2OACOvzEt8kMQ-RHrqT-vFBf10Mvs0/;6;;photo;;;MARCH-6-2016
sandu2065mail.ru;https://www.instagram.com/p/BCmZdgXKf1UIfG0bBMDKT_dt67wy85qrRmQpmw0/;23;;photo;Респ.конференциядан кейін;;MARCH-6-2016
sandu2065mail.ru;https://www.instagram.com/p/BChhlUXKf_lQfLfEACJB5_-xDoXromR_X0cz9g0/;11;;photo;;;MARCH-4-2016
sandu2065mail.ru;https://www.instagram.com/p/BChheQzqf_e5Ruj_GoiTVDCqTPJq4gJrrosSSU0/;11;;photo;Лицейдегі робототехника семинары;;MARCH-4-2016
sandu2065mail.ru;https://www.instagram.com/p/BCbrvaqqfxTRbQKHxF3bdi8MClUaYxbd7BX8zQ0/;12;;photo;Төреғали Төреəлінің Жезқазғандағы концертінен;;MARCH-2-2016
sandu2065mail.ru;https://www.instagram.com/p/BCVZ0Tkqf7uZMvuQML0uXCeVZGCljOyCLHnGd40/;24;;photo;Егіздің сыңары - Диана  лицейдің өнерпазы;;FEBRUARY-28-2016
sandu2065mail.ru;https://www.instagram.com/p/BCVZq34Kf7VHqIdu5oj62FMTVV5SWigFrM9JYk0/;24;;photo;Менің үміт күтеді егіз қыздарымның бірі Қарқыз қол оқушысы -Айдана.Алла жазса  болашақ С.Ковалевская;;FEBRUARY-28-2016
sandu2065mail.ru;https://www.instagram.com/p/BCUNMEDKf_c5sY6XZO7Q4BjOriYZ2o16NtDkEk0/;36;;photo;Ата - ананың үйіне қонаққа барғанда...;;FEBRUARY-28-2016
sandu2065mail.ru;https://www.instagram.com/p/BCUNDN1Kf_JdJDmtcs7QjUnc5-LiXOYASkv5SY0/;11;;photo;Біздің мақтан тұтарлық оқушыларымыз;;FEBRUARY-28-2016
sandu2065mail.ru;https://www.instagram.com/p/BCO3qOKqfxtFU0wmzWx80Zd_H5rqKof82LU1Bs0/;28;;photo;;;FEBRUARY-26-2016
sandu2065mail.ru;https://www.instagram.com/p/BCLAf7CKf_dJdPgq8xxFrQ78KeaV1goBSM4k-I0/;21;;photo;Кезекті əдістемелік отырыс;;FEBRUARY-24-2016
sandu2065mail.ru;https://www.instagram.com/p/BCLALNgKf-5l0bXXeospZnkJmsG13aH48rqnS80/;27;;photo;Жезқтлдың 20 жылдығынан ескерткіш;;FEBRUARY-24-2016
sandu2065mail.ru;https://www.instagram.com/p/BCGJeAZKf4d7rggssz-tjKOnQcUf_opaHm4E500/;26;;photo;Болашақ қазақ ғарышкері - ұлым Ибраһим;;FEBRUARY-22-2016
rtolganay;https://www.instagram.com/p/CFHa7-FFgoDVgpxBhgXWtAdfUqWaBeKQkCmq5M0/;118;;photo;@dimashko_ ‘s wedding day;;SEPTEMBER-14-2020
rtolganay;https://www.instagram.com/p/CDrJFDQFM4kJy-Vf30I24jNeWrkPDyFaek-ERg0/;99;K-9 Кыргауылды;photo;;;AUGUST-9-2020
rtolganay;https://www.instagram.com/p/CDYGLMGl7pZ1BeP7C7ta8ixHdvKLVy4Gmr1Yi00/;84;;photo;Тишина  спокойствие и ют. 🌊;;AUGUST-2-2020
rtolganay;https://www.instagram.com/p/CCC_77zFs-6ddzCoMq70mXSw3s2iIrmy0Vcr8M0/;94;Kolsay Lakes National Park;photo;;;JUNE-30-2020
rtolganay;https://www.instagram.com/p/CB_LuOgFLUyNO3my9XIZe0q8--2YS9VYn0NRqg0/;110;Тур Кольсай и Кайынды;photo;22 день рождения у озер Кольсай и Кайынды🎈;;JUNE-28-2020
rtolganay;https://www.instagram.com/p/CBGmeYTFcTOefByzJK0oHrxH8RlqotW3Xi8rAs0/;72;K-9 Кыргауылды;photo;Сегодня я впервые ездила верхом на лошади. Это было круто😍. За этот час езды  был такой экстрим  которого я уже целый год не испытывала. В общем   едим мы спокойно  никого не трогаем  и в друг к нам сзади подкрадывается собака. Я даже не заметила ее. Через несколько метров поняла что лошадь во всю скачет  а я уже успела представить как  и с какой стороны падаю. Взяла себя под контроль  сказала себе «постарайся не упасть!». Натянула узды(она не сразу остановилась). После  я почувствовала такой прилив адреналина  просто Кайф. Вообще   я не экстремальный человек  по своему желанию не смогла бы так поскакать. Тааак была рада что не свалилась😅  и даже  что появилась это собака. Без нее   я бы не почувствовала эти эмоции(правда она мою кепку стащила). В целом мне все понравилось😌. Спасибо  за еще одно яркое воспоминание. #МенДеБлогерБоламЕнди;МенДеБлогерБоламЕнди;JUNE-7-2020
rtolganay;https://www.instagram.com/p/CA4nHn7lFs-xa6o5qvsJ8vFChQRpjN61gJUGF40/;93;;photo;;;JUNE-1-2020
rtolganay;https://www.instagram.com/p/B_pbS1jlMaYP5JA-eRwEITAe8BA9R-ydTvC1Wc0/;110;;photo;Я смогла залезть на дерево😅;;MAY-1-2020
rtolganay;https://www.instagram.com/p/B_pZoMoFhedV7uEUxPlZfL9AijA52sbUiUlATg0/;107;;photo;Photographer: @alma0892 💕;;MAY-1-2020
rtolganay;https://www.instagram.com/p/B-i8-TolBFlYrM_gmq3ZhgCoNe9wPca-cny0dE0/;84;Кыргауылды;photo;Туган кунинмен родной😏😘❤️🧿 #годовщина #КайратАлдиярМаксатулы;годовщина КайратАлдиярМаксатулы;APRIL-4-2020
rtolganay;https://www.instagram.com/p/B0lnYUMlqX2RXSoD84VIglJ-s8-jSevUFNY5vI0/;144;Пик Фурманова;photo;;;JULY-31-2019
rtolganay;https://www.instagram.com/p/B0kR-15lcYlkdTGjx5OyhTzj42z_W0XyWulUOo0/;148;Пик Фурманова;photo;;;JULY-31-2019
rtolganay;https://www.instagram.com/p/B0kRckOlcvDm4Wu3MpqE4ajbwuVhUT8Ael__ZY0/;148;Пик Фурманова;photo;⛰🌤🌲;;JULY-31-2019
rtolganay;https://www.instagram.com/p/BzUjE4-lXq5CKFnnJsmntby3_HpSjTCBAFFbj80/;113;;photo;💐;;JUNE-30-2019
rtolganay;https://www.instagram.com/p/BzTCPezFgtFxE-DKAM9GWA8bUtpcB-hHi67SM80/;124;;photo;#ForeverYoung💕 thanks  for the time spent together 😘;ForeverYoung💕;JUNE-29-2019
rtolganay;https://www.instagram.com/p/ByuXh8IF5TWbo1bwVzM9hgx9mHd8tKr3V9hfqA0/;115;;photo;;;JUNE-15-2019
rtolganay;https://www.instagram.com/p/Btvd8q_ldbNaNwVxo2KKjaFOFbBdyb9dPp33t80/;132;;photo;Wonder  who will be next?😏#Araisкурятникparty;;FEBRUARY-11-2019
rtolganay;https://www.instagram.com/p/BpcfyzGF6nly69eEmNGSBWVNKDi4-3OvtTSc240/;133;;photo;🍁🍂💛;;OCTOBER-27-2018
rtolganay;https://www.instagram.com/p/BoCG7XjlWwOOybqiglzqi7SciPA_4mQifUh3vU0/;118;;photo;Фотографии с одного из важных дней нашей семьи 💛;;SEPTEMBER-22-2018
rtolganay;https://www.instagram.com/p/Bm8bM-2lcFlVQfgrZPSrn275rauGQflpmucPyQ0/;133;;photo;Жизнь должна быть полна красок💙❤️💚;;AUGUST-26-2018
rtolganay;https://www.instagram.com/p/Bm6M-Oal_KQtoCuDK8MiVtV01Bb09oonSj4RqQ0/;134;БАО  Большое Алматинское Озеро;photo;#foreveryoung💕;foreveryoung💕;AUGUST-25-2018
rtolganay;https://www.instagram.com/p/Bmq8Tx1lfANEYE18POlPUM9gCDvzwVItnDVMiE0/;135;East Kazakhstan Region;photo;;;AUGUST-20-2018
rtolganay;https://www.instagram.com/p/BlyFx2Rl_I-_rVws7zfTF9vAQsVuNmjGuFYUhg0/;131;;photo;#ForeverYoung 💙;ForeverYoung;JULY-28-2018
rtolganay;https://www.instagram.com/p/BlvwEXlFWS9zsbqBr31I-ZfQGOB3GpZT9CbyrE0/;150;;photo;#ForeverYoung 💙 @bekzatova @zhonkebaeva @aishiteru.4;ForeverYoung;JULY-28-2018
rtolganay;https://www.instagram.com/p/BluI7ogFnDxyRUof0nnAkeAXBIYybCfk_f0vTU0/;128;;photo;Как же круто быть молодым и свободным💕 © @zhonkebaeva;;JULY-27-2018
rtolganay;https://www.instagram.com/p/BjxLsmZFeWav54GLF0PbtRex9xmP0ez2dCcj8M0/;136;Almaty Region;photo;Добро не одевает маску зла  но часто зло под маскою добра  творит свои безумные дела🖌;;JUNE-8-2018
rtolganay;https://www.instagram.com/p/Bjslq4qFJY67HLEexFIZVln2BB9yLMMFUtiK5g0/;123;;photo;💙;;JUNE-7-2018
rtolganay;https://www.instagram.com/p/BgtzoSfjyJAsVUPkf8AaRwAJth8TTj9F517WYQ0/;147;;photo;Счастье в мелочах💙 Будьте счастливы друзья😘;;MARCH-25-2018
rtolganay;https://www.instagram.com/p/BfGU31dDCh1vitJEhtFYaUZ6HIUvyZ0zpPtHBA0/;138;;photo;☀️☀️☀️;;FEBRUARY-12-2018
rtolganay;https://www.instagram.com/p/BdnyNBJj0QGLUjzb2N9S2b7ZIh5meW35AegvLI0/;137;;photo;💙;;JANUARY-7-2018
rtolganay;https://www.instagram.com/p/BazQVROj9IO0-D8xwZuJkTqKGgD1fQLpUW6BUw0/;109;;photo;🌲🌲🌲;;OCTOBER-28-2017
rtolganay;https://www.instagram.com/p/BaB5GQCD6yHsSKAZLHN83ag0iPt2aAhlYkW8OM0/;137;;photo;Если будешь улыбаться — все мечты начнут сбываться ☺️#всебыстроулыбнулись😉;;OCTOBER-9-2017
rtolganay;https://www.instagram.com/p/BYerfw2DzqO_Fs3fLg3uI6uWMvoq9J7tUXWFF00/;109;;photo;💛;;SEPTEMBER-1-2017
rtolganay;https://www.instagram.com/p/BYdmdyujk7ltV8kVvTsxu-2TSZbJ2Gj3bQ7E8o0/;146;;photo;;;AUGUST-31-2017
rtolganay;https://www.instagram.com/p/BYdmWWiDBpCrkoP5aFZvjpUGiOtU_34B1ubnx00/;141;Ущелье Алмарасан;photo;🏔day with classmates;;AUGUST-31-2017
rtolganay;https://www.instagram.com/p/BX5nvEBDLcFwP2TRJNdQlhXF9HkKxlUKrIBgOk0/;115;;photo;Never let go of your dreams💛;;AUGUST-17-2017
rtolganay;https://www.instagram.com/p/BW0mGikDg99WxURfPxRg2Btg__IG5GehI1lzIE0/;140;Grand Opera Р/К;photo;💜Приятный вечер;;JULY-22-2017
rtolganay;https://www.instagram.com/p/BWo9JU7DF3ltsRpP_geT-OIjlGPuCSfnepoTMY0/;109;;photo;;;JULY-17-2017
rtolganay;https://www.instagram.com/p/BWnkwarjZIWGdokX68aKNm53jehrT_B5kgvI0g0/;124;;photo;💚💙;;JULY-17-2017
rtolganay;https://www.instagram.com/p/BVAfdt0Do3k2ZePquvuio1EoQrgdRclet6uGKo0/;129;Assorti.kz;photo;❤️;;JUNE-7-2017
rtolganay;https://www.instagram.com/p/BUAB9rHDKWbB7bxEda_aD5lCNs_u_pJHcQxaeU0/;175;K-9 Кыргауылды;photo;;;MAY-12-2017
rtolganay;https://www.instagram.com/p/BTeUu24jRCFCcniaXajElXrH_fEwGwaNoN6CmI0/;143;;photo;Чистая совесть - лучшее снотворное...;;APRIL-29-2017
rtolganay;https://www.instagram.com/p/BS59srGDGUJDSa7KkjXIu64efUPW-sHEc_p3iI0/;134;;photo;Сестры👯‍♂️👯❤️;;APRIL-15-2017
rtolganay;https://www.instagram.com/p/BSebyMkjtXyJTEX3cgLuHBHf2dp2kjnO6OFxlE0/;134;;photo;#tb🔙;tb🔙;APRIL-5-2017
rtolganay;https://www.instagram.com/p/BNhMrpFD-q-eQY-MEod0W0wuL5twnE84T-Z81s0/;144;;photo;Леееето🌳🌲🌴🌱☘️💚😍😭;;DECEMBER-2-2016
rtolganay;https://www.instagram.com/p/BMwxjdFjlQ98OVSeSVIvpOgyHooyS5vPSWqZwg0/;154;Melody;photo;🎤🎤🎤🎤;;NOVEMBER-14-2016
rtolganay;https://www.instagram.com/p/BMuAToLDsYNsnCsHo-Tg62wXBlbsgg0A3sU_b80/;148;;photo;;;NOVEMBER-12-2016
rtolganay;https://www.instagram.com/p/BMmbbzKDJDmYptuOfAEU3r6ne0VHNU1lRCmhZw0/;127;Mega Towers;photo;С твоим днем единственная😘❤️💛💚💙💜💖;;NOVEMBER-10-2016
rtolganay;https://www.instagram.com/p/BMO6I8QDCguF1ePlVcWeEaP40VhWIYtBRDrxf80/;106;K-9 Кыргауылды;video;🎶;;OCTOBER-31-2016
rtolganay;https://www.instagram.com/p/BKx1MoHjdxAsvAyO38YEtekcUokEkHDiFHoQhY0/;120;Каскеленское Ущелье;photo;;;SEPTEMBER-25-2016
rtolganay;https://www.instagram.com/p/BKxzuhpjS_7_LLHUaPfjH34v32482JNd-n20Bo0/;113;Каскеленское Ущелье;photo;🏔🏔;;SEPTEMBER-25-2016
rtolganay;https://www.instagram.com/p/BKxmgDVjPUvfPXpTaQgueBcwx-nW5YKQVN7Pn80/;116;Каскеленское Ущелье;photo;Сегодня Будет много фоток😏😏😏😏;;SEPTEMBER-25-2016
rtolganay;https://www.instagram.com/p/BJx64KiD1ZyRFGW6KfyQO6O9vZYlavXpQ6vNgE0/;116;;photo;Пока лето☺️✋🏻😭;;AUGUST-31-2016
rtolganay;https://www.instagram.com/p/BJLH0sHjyCVl8hSTsxyTgJbBl2rRFLJ2ymntVU0/;105;Алаколь;photo;Знаю что такая фотка уже есть😁  но она мне так нравится 🙃;;AUGUST-16-2016
rtolganay;https://www.instagram.com/p/BJEqL9DDHh2thp5EP55cYpOi2EHbmLdK1Lm9OU0/;113;Lake Alakol;photo;#Summer2016 😍😍😍;Summer2016;AUGUST-14-2016
rtolganay;https://www.instagram.com/p/BI4w20SDLo1IoqAn1y6_ZPtNu_eQTwKalAY8540/;99;Almaty Kazakhastan;photo;;;AUGUST-9-2016
rtolganay;https://www.instagram.com/p/BI2YBSwj2nybfwoi7qX3rlCtww8uyD58Q4Rj100/;99;;photo;Очень красивое место😍;;AUGUST-8-2016
rtolganay;https://www.instagram.com/p/BI2W2z1DUuScvpg7_nKE42HEXZMwXnhd8iIFdM0/;97;Almaty  Kazakhstan;photo;Не большой отдых после 38 км на великах  под 32 градусом жары 🤗;;AUGUST-8-2016
rtolganay;https://www.instagram.com/p/BIIBwpbjGazLuZAKnUJWZn0ycMGZQ2k4y0B5ZM0/;141;K-9 Кыргауылды;photo;@bekzatova b'day💕🎀💞🚺🎊🎈🎉;;JULY-21-2016
rtolganay;https://www.instagram.com/p/BH9nWUhDvNEwQ8URxWAP7DRYZFj7-lpGi6Zrzk0/;119;Капчагай;photo;🏝🏝🏝;;JULY-17-2016
rtolganay;https://www.instagram.com/p/BG1RXaxpHzwHdwdOoxAY7SwsfVGjKA4EPoPJ6k0/;259;Казахстан  Алмата  Медео;photo;#Prom2016 #126;Prom2016 126;JUNE-19-2016
rtolganay;https://www.instagram.com/p/BG1Dv_JpH3QgsoiZG-J6YcMHwB_1zGPFGcnMcc0/;388;;photo;#Prom2016;Prom2016;JUNE-19-2016
rtolganay;https://www.instagram.com/p/BG1DUdpJH2ey3Mux0v7tWEuAbcd53bNQX7qyvc0/;105;;photo;#Prom2016;Prom2016;JUNE-19-2016
rtolganay;https://www.instagram.com/p/BGxBW1hJH8k935rGSBO79oo-60ZYWX48VlHyjE0/;119;;photo;Вот😁 вечно глаза закрыты😂;;JUNE-18-2016
rtolganay;https://www.instagram.com/p/BF_WiudpHzb-51NJDH2OdDddoQiXAFMnKMam4Q0/;80;K-9 Кыргауылды;photo;But first love yourself💝💙🎀;;MAY-29-2016
rtolganay;https://www.instagram.com/p/BFrGIULpH3jONrcNJ-1MXCmzidRgNnoszbuEQY0/;87;;photo;#выпускной#EDTECH2016;выпускной#EDTECH2016;MAY-21-2016
rtolganay;https://www.instagram.com/p/BDql7e1pH26LiDYyapOb6EKjqBJHLeYWceOgkc0/;145;;photo;;;APRIL-1-2016
rtolganay;https://www.instagram.com/p/BCr9dbMpH7BXOsy_5lez5PXFNzju-HQv7JZCP00/;68;;photo;С праздником💙💙💙;;MARCH-8-2016
rtolganay;https://www.instagram.com/p/BBdKqdsJH-We3sIXEMj-VZFXY1CurUsyWiHTwA0/;82;;photo;;;FEBRUARY-7-2016
rtolganay;https://www.instagram.com/p/9-sU72JH3sZ0AXPLoq2yHgK4vEuPFra6z_TwE0/;118;;photo;🐶🐺💚;;NOVEMBER-12-2015
rtolganay;https://www.instagram.com/p/9tGqB3pH-QiQPW9yVRSdsgY4hgrUCy8TnV_Hc0/;83;;photo;;;NOVEMBER-5-2015
rtolganay;https://www.instagram.com/p/7A20VOpH4tPNRk18Mv04Mo3dcZkqq-sqNwPnQ0/;71;Ущелье Алмарасан;photo;;;AUGUST-30-2015
rtolganay;https://www.instagram.com/p/3td8BZpH3-85l1kRzQFZ8oq63A41z7qZ4r6S00/;88;;photo;#tbt;tbt;JUNE-9-2015
rtolganay;https://www.instagram.com/p/vVsd3gpH7xwl1XiFGkNbRCk2ZwoZX6o41s8ss0/;93;;photo;#arhiv;arhiv;NOVEMBER-13-2014
rtolganay;https://www.instagram.com/p/qCP9njJHxne5zcgxn2fPnaDslQNT4cpCryXSw0/;76;Иссык озеро;photo;;;JULY-4-2014
rtolganay;https://www.instagram.com/p/nIcEbBJH7NvpSJPAQPOkBVDj5OatMP-h4hJtE0/;56;;photo;#myMumandDad;myMumandDad;APRIL-23-2014
rtolganay;https://www.instagram.com/p/lo3bAapH4W-EUodLwFwVLZ3WlobUrVZ2bNqks0/;47;;photo;Приняла от @bekzatova передам @zhonkebaeva @sabrit0t @saranessipbay @merey3004;;MARCH-17-2014
rtolganay;https://www.instagram.com/p/kWcomdJH4l-JzRo27sQ1pS3HqoIhIfwdJ7_Vo0/;47;;photo;;;FEBRUARY-13-2014
ngm.orz;https://www.instagram.com/p/CHf3kS5jbQpvRfrWuzON9ceejd2Hl1kaDyDcok0/;18;Almaty  Kazakhstan;photo;"Әр адамның ойы өзіне.
Ең бастысы - сенің таңдаған жандардың түсінігі. Ең бастысы - сенім сезім қолдау ;)

Уақыт өтуде  ойларым өзгеруде  ең бастысы адамгершілікті жоғалтпай  тек алға жүру ❤️

Эээхх  жазғым келген ойларым өте көп. Но я интроверт🤪😅.";;6-DAYS-AGO
ngm.orz;https://www.instagram.com/p/CHXxQXCHnJc-CVcgWfJQm8-SZSRiFbK0b402rU0/;28;NoWhere;photo;... kúnderím tolyq.;;NOVEMBER-9-2020
ngm.orz;https://www.instagram.com/p/CGej-AQHD4vl-_DZFjGpK69EGsZOxFVhj0txME0/;19;;photo;Sezim.;;OCTOBER-18-2020
ngm.orz;https://www.instagram.com/p/CF43k_MH1uzr41ov1QQ323cNJIfp5JkLTIgR140/;25;Алматинский ботанический сад;photo;"Өмірімнің керемет сәттерін жақсы көретін адамдарым да сезінгенін қалаймын ❤️
#love #you #mom #dad #sisters #brothers#friends #soulmates";love you mom dad sisters brothers#friends soulmates;OCTOBER-3-2020
ngm.orz;https://www.instagram.com/p/CFe658OHkAe6CkmsmlVV4ai-inisxnlKScUWvE0/;17;;photo;"Motivation is what gets you started.
Habit is what keeps you going.
~Jim Ryun";;SEPTEMBER-23-2020
ngm.orz;https://www.instagram.com/p/CE_9cORnG7KhggEVCTlL81yDZQdR-jlQcBNrfk0/;15;Qazaq Republic;video;"11.09.2020

@dillorns 🍃";;SEPTEMBER-11-2020
ngm.orz;https://www.instagram.com/p/CEcLKNyH3Fysw2IvPsecWi5Cr95xbCuhzp3ymE0/;68;Khan Shatyr Entertainment Center;photo;Как живешь ?;;AUGUST-28-2020
ngm.orz;https://www.instagram.com/p/CD1hr-7nr0TQRfhdq0l2_Ad3vGB_TB1ygiaWUk0/;35;;photo;"ходячий замок👒

мое первое аниме 👀";;AUGUST-13-2020
ngm.orz;https://www.instagram.com/p/CDocGG4nBiXASfc7DMKg377ik7jsSdUh0jTcq00/;70;Oi-Qaragai Lesnaya Skazka;photo;08.08.2020🌿;;AUGUST-8-2020
ngm.orz;https://www.instagram.com/p/CCyl5ffHQp9yL_dzqRue1llzfYYwnqtD7ML3go0/;50;Qazaq Republic;photo;"I need my photographer👀

📷: @madikon04 (это фото тоже сойдёт ;)";;JULY-18-2020
ngm.orz;https://www.instagram.com/p/CCjIGJcntidcBTKUVu0dGv6uqyN3O7OEGKwelc0/;40;Kaskelen;photo;Kaskelen.;;JULY-12-2020
ngm.orz;https://www.instagram.com/p/CCTtMvmnVyd8Ry5dGiiiBfjAbJWYo88Z66Tc1Q0/;58;Qazaq Republic;photo;It’s okay to Not Be Okay.;;JULY-6-2020
ngm.orz;https://www.instagram.com/p/CBx9986H87n_gDPpHCGiGCDb5K2uvSOeQAOsvk0/;54;;photo;Why ?;;JUNE-23-2020
ngm.orz;https://www.instagram.com/p/CBsTPI3HcYrcT2WYQ9rJUkE1IKVRCrxVEmh-E80/;45;;video;;;JUNE-21-2020
ngm.orz;https://www.instagram.com/p/CBYkpGQHSPcRbKRUDE4rF0RLiRBBK5aiENhFxg0/;80;Kyzylorda;photo;"I am so grateful to God for having best friend like Diana❤️
Be happy 👩‍❤️‍💋‍👨 ;)
Love you so much 😭";;JUNE-13-2020
